Full Path:,sound/ambient/creatures/rats1.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,rats2,,Events:,[]
Full Path:,sound/ambient/creatures/rats2.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,rats3,,Events:,[]
Full Path:,sound/ambient/creatures/rats3.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,rats4,,Events:,[]
Full Path:,sound/ambient/creatures/rats4.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,seagull_idle1,,Events:,[]
Full Path:,sound/ambient/creatures/seagull_idle1.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,seagull_idle2,,Events:,[]
Full Path:,sound/ambient/creatures/seagull_idle2.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,seagull_idle3,,Events:,[]
Full Path:,sound/ambient/creatures/seagull_idle3.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,horn3,,Events:,[]
Full Path:,sound/ambient/horn3.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,house_creak_04,,Events:,[]
Full Path:,sound/ambient/inferno/house_creak_04.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,house_creak_05,,Events:,[]
Full Path:,sound/ambient/inferno/house_creak_05.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,house_creak_06,,Events:,[]
Full Path:,sound/ambient/inferno/house_creak_06.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,lightning_machine_final_explosion,,Events:,[]
Full Path:,sound/ambient/lightning_machine_final_explosion.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,marble_cutter_move,,Events:,[]
Full Path:,sound/ambient/marble_cutter_move.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,marble_cutter_start,,Events:,[]
Full Path:,sound/ambient/marble_cutter_start.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,marble_cutter_stop,,Events:,[]
Full Path:,sound/ambient/marble_cutter_stop.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,marble_saw_spin_loop,,Events:,[]
Full Path:,sound/ambient/marble_saw_spin_loop.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,medieval_dooropen_loop,,Events:,[]
Full Path:,sound/ambient/medieval_dooropen_loop.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,rain_interior_tinroof,,Events:,[]
Full Path:,sound/ambient/rain_interior_tinroof.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,office_room_tone_01,,Events:,[]
Full Path:,sound/ambient/tones/office_room_tone_01.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,venice_seagull_01,,Events:,[]
Full Path:,sound/ambient/venice_seagull_01.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,venice_wind_gust_01,,Events:,[]
Full Path:,sound/ambient/venice_wind_gust_01.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,venice_wind_gust_02,,Events:,[]
Full Path:,sound/ambient/venice_wind_gust_02.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,venice_wind_gust_03,,Events:,[]
Full Path:,sound/ambient/venice_wind_gust_03.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,venice_wind_gust_04,,Events:,[]
Full Path:,sound/ambient/venice_wind_gust_04.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,venice_wind_gust_05,,Events:,[]
Full Path:,sound/ambient/venice_wind_gust_05.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,venice_wind_gust_06,,Events:,[]
Full Path:,sound/ambient/venice_wind_gust_06.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,venice_wind_gust_07,,Events:,[]
Full Path:,sound/ambient/venice_wind_gust_07.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,wind_gust_01,,Events:,[]
Full Path:,sound/ambient/wind/wind_gust_01.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,wind_gust_02,,Events:,[]
Full Path:,sound/ambient/wind/wind_gust_02.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,wind_gust_03,,Events:,[]
Full Path:,sound/ambient/wind/wind_gust_03.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,wind_gust_04,,Events:,[]
Full Path:,sound/ambient/wind/wind_gust_04.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,wind_gust_05,,Events:,[]
Full Path:,sound/ambient/wind/wind_gust_05.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,wind_gust_06,,Events:,[]
Full Path:,sound/ambient/wind/wind_gust_06.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,wind_gust_07,,Events:,[]
Full Path:,sound/ambient/wind/wind_gust_07.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,wind_gust_08,,Events:,[]
Full Path:,sound/ambient/wind/wind_gust_08.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,wind_gust_09,,Events:,[]
Full Path:,sound/ambient/wind/wind_gust_09.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,wind_gust_10,,Events:,[]
Full Path:,sound/ambient/wind/wind_gust_10.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,wind_gust_11,,Events:,[]
Full Path:,sound/ambient/wind/wind_gust_11.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,wind_gust_12,,Events:,[]
Full Path:,sound/ambient/wind/wind_gust_12.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,deep01_loop,,Events:,[]
Full Path:,sound/aquarius/deep01_loop.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,under01_loop,,Events:,[]
Full Path:,sound/aquarius/under01_loop.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,water_flow01,,Events:,[]
Full Path:,sound/aquarius/water_flow01.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,water_flow02,,Events:,[]
Full Path:,sound/aquarius/water_flow02.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,water_flow03,,Events:,[]
Full Path:,sound/aquarius/water_flow03.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,water_flow04,,Events:,[]
Full Path:,sound/aquarius/water_flow04.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,water_flow05,,Events:,[]
Full Path:,sound/aquarius/water_flow05.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,water_whoosh02,,Events:,[]
Full Path:,sound/aquarius/water_whoosh02.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,water_whoosh04,,Events:,[]
Full Path:,sound/aquarius/water_whoosh04.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,water_whoosh06,,Events:,[]
Full Path:,sound/aquarius/water_whoosh06.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,water_whoosh08,,Events:,[]
Full Path:,sound/aquarius/water_whoosh08.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,water_whoosh10,,Events:,[]
Full Path:,sound/aquarius/water_whoosh10.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,water_whoosh12,,Events:,[]
Full Path:,sound/aquarius/water_whoosh12.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,finale_ding,,Events:,[]
Full Path:,sound/atom_smash/finale_ding.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,cauldron_boil,,Events:,[]
Full Path:,sound/bagel_event/cauldron_boil.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,breadboss_bite1,,Events:,[]
Full Path:,sound/breadspace/breadboss_bite1.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,breadboss_death,,Events:,[]
Full Path:,sound/breadspace/breadboss_death.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,breadboss_idle_loop,,Events:,[]
Full Path:,sound/breadspace/breadboss_idle_loop.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,breadboss_wakeup,,Events:,[]
Full Path:,sound/breadspace/breadboss_wakeup.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,cam_move,,Events:,[]
Full Path:,sound/cam_move.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,canaveralrockettakeoff,,Events:,[]
Full Path:,sound/canaveral/canaveralrockettakeoff.wav,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,cashworks_eagle,,Events:,[]
Full Path:,sound/cashworks_eagle.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,clock_alarm_short,,Events:,[]
Full Path:,sound/clock_alarm_short.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_capturebad02,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_capturebad02.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_capturebad03,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_capturebad03.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_capturebad04,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_capturebad04.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_capturebad05,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_capturebad05.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_capturebad07,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_capturebad07.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_capturebad08,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_capturebad08.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_capturegood01,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_capturegood01.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_capturegood02,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_capturegood02.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_capturegood03,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_capturegood03.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_capturegood05,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_capturegood05.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_capturegood06,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_capturegood06.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_courierdownbad01,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_courierdownbad01.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_courierdownbad02,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_courierdownbad02.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_courierdownbad03,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_courierdownbad03.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_courierdownbad05,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_courierdownbad05.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_courierdownbad08,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_courierdownbad08.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_courierdowngood02,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_courierdowngood02.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_courierdowngood03,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_courierdowngood03.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_courierdowngood04,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_courierdowngood04.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_courierdowngood05,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_courierdowngood05.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_courierdowngood06,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_courierdowngood06.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_courierdowngood07,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_courierdowngood07.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_courierdowngood08,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_courierdowngood08.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_firstisally01,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_firstisally01.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_firstisally02,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_firstisally02.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_firstisally04,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_firstisally04.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_firstisally06,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_firstisally06.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_firstisenemy01,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_firstisenemy01.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_firstisenemy02,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_firstisenemy02.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_firstisenemy04,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_firstisenemy04.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_firstisenemy05,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_firstisenemy05.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_lose01_music,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_lose01_music.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_lose02_music,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_lose02_music.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_lose03_music,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_lose03_music.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_nearbad02,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_nearbad02.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_nearbad03,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_nearbad03.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_nearbad04,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_nearbad04.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_nearbad05,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_nearbad05.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_nearbad08,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_nearbad08.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_nearbad09,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_nearbad09.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_neargood02,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_neargood02.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_neargood04,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_neargood04.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_neargood06,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_neargood06.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_neargood07,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_neargood07.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_neargood09,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_neargood09.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_neargood10,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_neargood10.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_pickupbad01,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_pickupbad01.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_pickupbad03,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_pickupbad03.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_pickupbad04,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_pickupbad04.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_pickupbad06,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_pickupbad06.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

Filename:,bigboy_pickupbad08,,Events:,[]
Full Path:,sound/crasher/classic/bigboy_pickupbad08.mp3,,Scenes:,[]
Transcription:,,,Responses:,[]
Your Line:,,,Rules:,[]
,,,Criteria:,[]

